"symbol","report_date","speaker","title","msg","source_url"
"PNR","2026-04-29",NA,NA,"Good morning, and welcome to the Pentair First Quarter 2026 Earnings Conference Call. All participants will be in a listen-only mode. Should you need assistance, please signal a conference specialist by pressing the star key followed by zero. After today's presentation, there will be an opportunity to ask questions. To ask a question, you may press star and then one using a touch-tone telephone. To withdraw your questions, you may press star and two. Please also note today's event is being recorded. At this time, I'd like to turn the conference call over to Shelly Hubbard, Vice President of Investor Relations. Ma'am, please go ahead.","https://www.marketbeat.com/earnings/reports/2026-4-29-pentair-plc-stock/"
"PNR","2026-04-29","Shelly Hubbard","VP of Investor Relations at Pentair","Thank you, operator, and welcome to Pentair's First Quarter 2026 Earnings Conference Call. On the call with me are John Stauch, our President and Chief Executive Officer, and Nick Brazis, our Chief Financial Officer. On today's call, we will provide details on our first quarter performance as outlined in this morning's press release. On the Pentair Investor Relations website, you can find our earnings release and slide deck, which is intended to supplement our prepared remarks during today's call and provide a reconciliation of differences between GAAP and non-GAAP financial measures that we will reference. The non-GAAP financial measures provided should not be considered as a substitute for or superior to the measures of financial performance prepared in accordance with GAAP.","https://www.marketbeat.com/earnings/reports/2026-4-29-pentair-plc-stock/"
"PNR","2026-04-29","Shelly Hubbard","VP of Investor Relations at Pentair","They are included as additional clarifying items to aid investors in further understanding the company's performance in addition to the impact these items and events have on the financial results. Before we begin, let me remind you that during our presentation today, we will make forward-looking statements, which are predictions, projections, or other statements about future events. Listeners are cautioned that these statements are subject to certain risks and uncertainties, many of which are difficult to predict and generally beyond the control of Pentair. These risks and uncertainties can cause actual results to differ materially from our current expectations. We advise listeners to carefully review the risk factors in our most recent Form 10-Q and Form 10-K. Please note that during the presentation today, we will be making references to record financial results.","https://www.marketbeat.com/earnings/reports/2026-4-29-pentair-plc-stock/"
"PNR","2026-04-29","Shelly Hubbard","VP of Investor Relations at Pentair","These references reflect the time period post the nVent separation in 2018, unless noted otherwise. Following our prepared remarks, we will open the call up for questions. Please limit your questions to 2 and reenter the queue to allow everyone an opportunity to participate. I will now turn the call over to John.","https://www.marketbeat.com/earnings/reports/2026-4-29-pentair-plc-stock/"
"PNR","2026-04-29","John Stauch","President and CEO at Pentair","Thank you, Shelly. Good morning, everyone. We appreciate you joining us today. Let's start with our long-term strategy on slide 4. At our Investor Day in March, we outlined our long-term strategy, growth initiatives, favorable secular trends, innovation pipeline, and our financial growth outlook. We are very excited about the next level of growth and profitability that we expect will build upon the structural improvements we've made to our operating model over the last several years to drive more durable financial performance during economic cycles. We believe our balanced water portfolio is uniquely positioned to drive superior value across our move, improve, and enjoy water segments. We are focused on accelerating growth through innovation and elite customer experiences. We expect to continue to see strong execution, drive profitable growth, and accelerate operational efficiencies over the next few years.","https://www.marketbeat.com/earnings/reports/2026-4-29-pentair-plc-stock/"
"PNR","2026-04-29","John Stauch","President and CEO at Pentair","Our strong cash flow and ROIC provide flexibility for enhanced value creation. Let's move to the executive summary on slide 5. In Q1, we delivered another solid quarter supported by disciplined execution and continued focus on our Pentair Business System tools. Sales increased 3%, adjusted operating income increased 7%, ROS expanded by 100 basis points to 25.0%, our 16th consecutive quarter of margin expansion, and adjusted EPS rose double digits to $1.22. Flow delivered strong financial operational performance in the quarter, and Water Solutions and Pool also contributed to core sales growth and margin expansion. Our strategy, supported by our Pentair Business System tools, including transformation processes inclusive of 80/20, continues to guide our execution across the company. At our Investor Day in March, we introduced new long-term financial targets through 2028.","https://www.marketbeat.com/earnings/reports/2026-4-29-pentair-plc-stock/"
"PNR","2026-04-29","John Stauch","President and CEO at Pentair","Reflecting our confidence in our value creation model, we repurchased $200 million of outstanding shares in the open market during Q1. We also achieved Dividend King status, marking our 50th consecutive year of higher dividends. We continue to see a range of underlying demand drivers, including aging U.S. infrastructure, population growth in Sun Belt states, evolving customer demand in beverage, premiumization in food service with an emphasis on reliability and serviceability, and growth in the aftermarket. We also had several key wins in Q1, including sales growth with our top customers, Quad 1, strong productivity driven by the Pentair Business System, a solid innovation pipeline across our segments, and continued execution against our strategy. Our 2026 outlook reflects our current expectations and continued confidence in our business model and the resilience of our end markets.","https://www.marketbeat.com/earnings/reports/2026-4-29-pentair-plc-stock/"
"PNR","2026-04-29","John Stauch","President and CEO at Pentair","We plan to continue investing in digital and AI-enabled solutions, strengthening our portfolio and returning capital to shareholders while advancing our efforts in sustainable water technologies. For full year 2026, we narrowed our adjusted EPS guidance range to $5.30 to $5.40, raising the low end by $0.05 versus our initial outlook. At the midpoint, this represents 9% growth year-over-year. We remain focused as we navigate macro volatility in the broader operating environment, and we are taking actions to manage risk and support consistent execution. We are watching housing and related markets closely, along with the pace of non-residential investment, and we remain focused on prudent pricing, productivity, and execution to manage through the environment. Now let's turn to our strategic actions driving performance on Slide 6.","https://www.marketbeat.com/earnings/reports/2026-4-29-pentair-plc-stock/"
"PNR","2026-04-29","John Stauch","President and CEO at Pentair","We are off to a solid start in 2026, with Q1 performance supported by targeted growth initiatives, strong productivity execution, and disciplined delivery across our water portfolio. Q1 also reflected strong segment income and return on sales performance across all three segments. We delivered 3% sales growth despite ongoing headwinds in the residential markets, driven by execution on our growth initiatives. We are investing in technology and capabilities to expand Pool's total addressable market, accelerate growth in commercial buildings and data center infrastructure, and support U.S. water infrastructure needs. We've also strengthened digital capabilities and leveraged our global technology and R&D resources across the portfolio. We continue to maintain a strong balance sheet and a disciplined capital deployment strategy. Before I turn it over to Nick, I wanna thank Jerome Pedretti for 20 years of outstanding leadership.","https://www.marketbeat.com/earnings/reports/2026-4-29-pentair-plc-stock/"
"PNR","2026-04-29","John Stauch","President and CEO at Pentair","Throughout his career, Jerome has delivered superior results in all of the roles he has held. He has taken on difficult challenges and has always optimized the businesses and engaged employees in the Pentair way. I and the ELT will personally miss his passionate debates with me, and of course, his enthusiasm for French and Italian food and wines. I also wanna thank Shelly Hubbard for over three years of superior and professional engagement with shareholders. She has elevated our investor outreach and discussions, and we wish her well in her new role. Shelly has accepted a new position as VP of Investor Relations for a much larger company that helps her to further her development and broaden her experience. An announcement regarding Shelly will be issued by her new company in the near future. Shelly will continue with Pentair through May first.","https://www.marketbeat.com/earnings/reports/2026-4-29-pentair-plc-stock/"
