"symbol","report_date","speaker","title","msg","source_url"
"IRM","2025-05-01","William Meaney","President and CEO at Iron Mountain","DXP continues to gain traction and acceptance in the market. Customers are realizing the value of this SaaS platform, which is reflected in larger deal values and shorter sales cycles. We are continuing to expand DXP's capabilities to manage and create structure from unstructured content, increase efficiency through process automation, enable visibility of dark data, increase compliance, and make information actionable. We are also tailoring DXP use cases to industry-specific requirements. I'll highlight a few of our recent wins in digital solutions. In the United Kingdom, we have secured a 10-year contract with an existing customer, expanding our relationship significantly. Under the agreement, we will intake an additional 350,000 cu ft of documents, digitize close to 9 million images per year, and provide DXP access to 2,500 users. Our store, digitize, and access solutions will enable the customer to realize financial savings, operational efficiencies, and an overall improved stakeholder experience.","https://www.marketbeat.com/earnings/reports/2025-5-1-iron-mountain-incorporated-stock/"
"IRM","2025-05-01","William Meaney","President and CEO at Iron Mountain","In Europe, we strengthened our relationship with a longstanding healthcare client through a three-year deal to digitize patient documents. Moreover, the customer is using our InSight DXP platform's AI capabilities to provide concise summaries of patient incidents and to facilitate efficient access to critical information. We will digitize 500,000 documents and 750,000 images a month, while also providing physical records management. Our solution will provide enhanced scalability and accelerated processing time, resulting in substantial cost reductions for the customer. As we mentioned on our last earnings call, we believe our many years of experience in providing digital transformation services to the United States government positions us well to assist the broad DOGE effort. Let me briefly highlight a significant order we received yesterday. We have been awarded a contract for the Department of the Treasury.","https://www.marketbeat.com/earnings/reports/2025-5-1-iron-mountain-incorporated-stock/"
"IRM","2025-05-01","William Meaney","President and CEO at Iron Mountain","We will be assisting with a broad digital transformation effort, leveraging our DXP platform and its embedded AI capabilities. The contract value is approximately $140 million and will commence immediately with the majority of the revenue in 2026. I would like to thank the Treasury and the Department of Government Efficiency for their trust in Iron Mountain. Lastly, during the process of this award, more people involved in transforming the federal government have learned about our capabilities and experience in digital transformation. The result has been that we have seen a marked increase in our digital services pipeline serving a broad range of federal agencies across a number of improvement and efficiency initiatives. Let me now turn to our data center business.","https://www.marketbeat.com/earnings/reports/2025-5-1-iron-mountain-incorporated-stock/"
"IRM","2025-05-01","William Meaney","President and CEO at Iron Mountain","For the quarter, we continue to execute on our strong leasing backlog with revenue growth of over 20% year-over-year, driven by more than 24% organic storage growth. In the first quarter, our enterprise leasing activity was in line with expectations, leasing approximately 4 MW of new business. Whilst we did not sign new hyperscale contracts in the quarter, we are responding to strong interest across our U.S., European, and Indian sites. We expect this to convert over the course of the year, which aligns with our projection for 125 MW of total new leasing. We continue to see strong demand for data center development across our global portfolio, and our pipeline remains strong. When fully developed, our current portfolio will reach 1.3 GW, more than triple the size of our current operating portfolio.","https://www.marketbeat.com/earnings/reports/2025-5-1-iron-mountain-incorporated-stock/"
"IRM","2025-05-01","William Meaney","President and CEO at Iron Mountain","Finally, I would also like to welcome Gary Aitkenhead, our new EVP and General Manager of Data Centers. Gary joins us from Equinix and reports to Mark Kidd, who leads our data center and ALM businesses. His global experience, proven leadership in driving transformation and growth, and commitment to fostering high-performing, inclusive teams will be a key asset to our customers and team as we further expand the business. Turning to our Asset Lifecycle Management business, we continue to drive strong growth in this large and highly fragmented ALM market. In the first quarter, we achieved 44% reported revenue growth, including 22% organic growth with strength across both the enterprise and hyperscale channels. In the enterprise channel, our commercial team's success is evidenced by the size and scope of deals we are winning.","https://www.marketbeat.com/earnings/reports/2025-5-1-iron-mountain-incorporated-stock/"
"IRM","2025-05-01","William Meaney","President and CEO at Iron Mountain","We think over time, as large enterprises become more sensitive to the cyber risks with the disposal of their IT assets, Iron Mountain's brand will play an ever-increasing factor in their vendor selection. In the hyperscale channel, given the robust growth in data center development in recent years, we anticipate strong tailwinds for decommissioning work for the foreseeable future. We will leverage our differentiation as a data center operator in this channel to capture additional share. We will also continue to selectively acquire ALM enterprise businesses to expand our capabilities and geographic footprint. In late March, we acquired Premier Surplus in the southern U.S., expanding our customer base and capabilities. To illustrate our growing strength in this segment, let me now share some of the ALM wins achieved during the quarter, which continue to drive strong double-digit organic growth.","https://www.marketbeat.com/earnings/reports/2025-5-1-iron-mountain-incorporated-stock/"
"IRM","2025-05-01","William Meaney","President and CEO at Iron Mountain","A large global fintech company specializing in online payments and employing over 20,000 people globally has selected Iron Mountain as its exclusive ALM partner for the secure disposition of its assets, following the customer's consolidation of providers. Our longstanding relationship with this customer, our flexibility, and our experience handling sensitive assets contributed to this win. We also secured a new customer win with a global technology infrastructure provider with over 35,000 employees. Iron Mountain was chosen to manage a large batch of materials the customer accumulated through a series of acquisitions. Our solution met all of this customer's requirements, including chain of custody, reconciliation, secure wiping, and remarketing. Our reputation and brand were also key to this win. In conclusion, I'm proud of the strong results that our dedicated Mountaineers continue to deliver.","https://www.marketbeat.com/earnings/reports/2025-5-1-iron-mountain-incorporated-stock/"
"IRM","2025-05-01","William Meaney","President and CEO at Iron Mountain","Our team's commitment to meeting the needs of our nearly 250,000 customers worldwide is integral to our success. As Barry will share in more detail, we are increasing our full-year guidance to reflect the strong Q1 performance and positive outlook. With that, I'll turn the call over to Barry.","https://www.marketbeat.com/earnings/reports/2025-5-1-iron-mountain-incorporated-stock/"
"IRM","2025-05-01","Barry Hytinen","EVP and CFO at Iron Mountain","Thanks, Bill, and thank you all for joining us to discuss our results. Our team is off to a strong start this year, delivering record first-quarter results across all of our key financial metrics. We achieved record revenue of $1.59 billion, up 8% on a reported basis and 9% on a constant currency basis. We delivered strong organic growth in the quarter of 8%. Total storage revenue was $948 million, up $64 million year-on-year, and up 9% on an organic basis. Total service revenue was $644 million, up $52 million from last year. Organic service growth of 7.1% was ahead of our expectations and improved slightly from the fourth-quarter rate, despite lapping a much more difficult comparison from the prior year. Adjusted EBITDA of $580 million was a record for the first quarter and expanded $61 million year-on-year.","https://www.marketbeat.com/earnings/reports/2025-5-1-iron-mountain-incorporated-stock/"
"IRM","2025-05-01","Barry Hytinen","EVP and CFO at Iron Mountain","This was $5 million ahead of the projection we provided on our last call. The upside to our projection was driven by $4 million of operating performance and approximately $1 million from the U.S. dollars weakening in the first quarter. Adjusted EBITDA margin was 36.4%, up 130 basis points year-on-year, which reflects improved margins across all of our businesses. A key highlight for me in the quarter was that our team delivered significant operating leverage with an incremental flow-through margin of greater than 50%, which is the highest we've achieved in years. AFFO was $348 million, up $25 million, which represents growth as compared to last year of 8% on a reported basis and 10% excluding FX. AFFO on a per-share basis was $1.17, up 6% to last year on a reported basis and up 9% excluding FX.","https://www.marketbeat.com/earnings/reports/2025-5-1-iron-mountain-incorporated-stock/"
"IRM","2025-05-01","Barry Hytinen","EVP and CFO at Iron Mountain","Now turning to segment performance, I'll start with our Global RIM business, which achieved first-quarter revenue of $1.26 billion, an increase of $46 million year-on-year, driven by revenue management and digital solutions, partially offset by the stronger U.S. dollar, which negatively impacted revenue by approximately $20 million. Organic storage was up 6%, driven by revenue management and consistent volume. Organic service revenue was up 5%, with contributions from digital and core services. Reported service revenue was down $4 million on a sequential basis due to a $3 million decline in terminations and permanent withdrawal revenue, and another $3 million headwind from the stronger U.S. dollar. Our digital business had another strong quarter, achieving record revenue. We are also pleased to report improvement in our records management retention rate and storage capacity utilization, both of which achieved the highest levels we've seen in some time.","https://www.marketbeat.com/earnings/reports/2025-5-1-iron-mountain-incorporated-stock/"
"IRM","2025-05-01","Barry Hytinen","EVP and CFO at Iron Mountain","Global RIM adjusted EBITDA was $556 million, an increase of $30 million year-on-year. Global RIM adjusted EBITDA margin of 44.3% was up 80 basis points from last year, driven by operating leverage and revenue management. Let me provide a brief update on our consumer storage business following our commentary on our last call. While consumer storage remained a headwind to revenue growth in the first quarter, the team is driving solid operating improvement. Profitability is increasing, and we are seeing very positive trends in storage reservations, which is a key forward indicator for revenue. Turning to our Global Data Center business, total data center revenue was $173 million in the first quarter, an increase of $29 million year-on-year. Organic storage rental growth increased 24%, driven by lease commencements and continued strong pricing trends.","https://www.marketbeat.com/earnings/reports/2025-5-1-iron-mountain-incorporated-stock/"
"IRM","2025-05-01","Barry Hytinen","EVP and CFO at Iron Mountain","In the first quarter, new commencements were 12 MW, including 8 MW in Northern Virginia. Pricing remains strong, with the average price per kilowatt on new commencements up 15% as compared to last year. We renewed leases totaling 10 MW, with strong renewal spreads of 19% and 27% on a cash and GAAP basis, respectively. First-quarter data center adjusted EBITDA was $91 million, up 48%. Adjusted EBITDA margin was up 960 basis points from the first quarter of last year and up 60 basis points sequentially to 52.4%. Improved pricing, recent commencements, and operating leverage were the key drivers of the strong margin expansion in the quarter. Turning to Asset Lifecycle Management, total ALM revenue was $121 million, an increase of $37 million, or 44% year-over-year. On an organic basis, our ALM team delivered 22% growth.","https://www.marketbeat.com/earnings/reports/2025-5-1-iron-mountain-incorporated-stock/"
"IRM","2025-05-01","Barry Hytinen","EVP and CFO at Iron Mountain","The strong performance was driven by volume increases in both our enterprise and hyperscale businesses. On an inorganic basis, Wisetek and APCD continued to perform well and contributed revenue of $18 million. We are pleased with the continued improvement in ALM profitability, which was up significantly as compared to last year, benefiting from acquisition synergies as well as improved operating performance across the business. As we discussed last quarter, our strong customer wins, both in enterprise and hyperscale, give us high visibility to accelerating growth as we move through 2025. I will note that our organic growth increased over 1,000 basis points on a sequential basis, ahead of our expectations, despite pricing being broadly flat to slightly down. Regarding our acquisition of Premier Surplus, I should note this was completed right at the end of the first quarter, so its results were not included in our quarterly financials.","https://www.marketbeat.com/earnings/reports/2025-5-1-iron-mountain-incorporated-stock/"
"IRM","2025-05-01","Barry Hytinen","EVP and CFO at Iron Mountain","For modeling purposes, we expect Premier will contribute revenue of approximately $10 million to our full-year results. Turning to capital allocation, we remain committed to our strategy that is balanced between funding our growth initiatives, delivering meaningful shareholder returns, and maintaining our strong balance sheet. Capital expenditures in the first quarter were $657 million, with $629 million of growth and $28 million of recurring. Our outlook for capital expenditures is unchanged from our prior call, with approximately $1.8 billion of growth and approximately $150 million of recurring, both consistent with the levels from last year. We are planning for capital spending to be more first-half weighted. Turning to the balance sheet, with strong EBITDA performance, we ended the quarter with net lease-adjusted leverage of 5.0x, in line with our expectations for both the quarter and year-end.","https://www.marketbeat.com/earnings/reports/2025-5-1-iron-mountain-incorporated-stock/"
