"symbol","report_date","speaker","title","msg","source_url"
"DVA","2026-05-05",NA,NA,"Good evening. My name is Michelle, and I will be your conference facilitator today. At this time, I would like to welcome everyone to the DaVita first quarter 2026 earnings call. All lines have been placed on mute to prevent any background noise. After the speaker's remarks, there will be a question-and-answer period. If you would like to ask a question during this time, simply press star and then the number one on your telephone keypad. If you would like to withdraw your question, press star, then the number two. Thank you. Mr. Eliason, you may begin your conference.","https://www.marketbeat.com/earnings/reports/2026-5-5-davita-inc-stock/"
"DVA","2026-05-05","Nic Eliason","Group VP of Investor Relations at DaVita","Thank you. Welcome to our first quarter conference call. We appreciate your continued interest in our company. I'm Nic Eliason, Group Vice President of Investor Relations, and joining me today are Javier Rodriguez, our CEO, and Joel Ackerman, our CFO. Please note that during this call, we may make forward-looking statements within the meaning of the federal securities laws. All of these statements are subject to known and unknown risks and uncertainties that could cause the actual results to differ materially from those described in the forward-looking statements. For further details concerning these risks and uncertainties, please refer to our first quarter earnings press release and our SEC filings, including our most recent annual report on Form 10-K, all subsequent quarterly reports on Form 10-Q, and other subsequent filings that we make with the SEC.","https://www.marketbeat.com/earnings/reports/2026-5-5-davita-inc-stock/"
"DVA","2026-05-05","Nic Eliason","Group VP of Investor Relations at DaVita","Our forward-looking statements are based on information currently available to us, and we do not intend and undertake no duty to update these statements except as may be required by law. Additionally, we'd like to remind you that during this call, we will discuss some non-GAAP financial measures. A reconciliation of these non-GAAP measures to the most comparable GAAP financial measures is included in our earnings press release furnished to the SEC and available on our website. I will now turn the call over to Javier Rodriguez.","https://www.marketbeat.com/earnings/reports/2026-5-5-davita-inc-stock/"
"DVA","2026-05-05","Javier Rodriguez","CEO at DaVita","Thank you, Nic. Good afternoon, everyone, and thank you for joining the call today. DaVita's foundation is clinical excellence, driven by operating rigor that produces durable results. We have consistently delivered exceptional clinical outcomes and strong financial performance, and this quarter is no exception. To ensure we sustain and build upon this foundation, we're actively investing in our future capabilities. In a rapidly evolving landscape, we're taking a pragmatic approach to expanding our IT systems and digital infrastructure. These targeted technology investments are designed to empower our clinical teams and serve as a backbone for our next chapter of clinical and operational excellence. Today, I'll walk through our first quarter performance, share how technology is enhancing our operations, provide an update on ACA plans, and finish with our outlook for the remaining of the year. First, I'll start, as we always do, with a clinical highlight.","https://www.marketbeat.com/earnings/reports/2026-5-5-davita-inc-stock/"
"DVA","2026-05-05","Javier Rodriguez","CEO at DaVita","This quarter, we're highlighting the continued momentum of Integrated Kidney Care, or IKC, our value-based care business. In the latest results from CMS's Comprehensive Kidney Care Contracting Program, or CKCC, we delivered year-over-year improvements across all three key measurements, which are gross savings rates, total quality score, and high-performing status. Clinically, this means our IKC care model, together with our physician partners, is improving the health and wellbeing of our patients. Economically, we generated the highest total aggregate savings of any participant, driven by our 4.5% improvement in gross saving rate since the beginning of the program. This is a clear example of how IKC clinical rigor paired with data-driven insights is delivering better outcomes for our patients and more sustainable model for the future of kidney care.","https://www.marketbeat.com/earnings/reports/2026-5-5-davita-inc-stock/"
"DVA","2026-05-05","Javier Rodriguez","CEO at DaVita","Turning to the first quarter, we delivered a strong financial result ahead of our expectations with outperformance from each element of our U.S. dialysis trilogy: treatment volume, revenue per treatment, and cost per treatment. This balanced outperformance reflects the strength of our team and our focus on consistent execution. I'll touch on a couple of key metrics that contribute to the quarter and will help shape the remainder of the year. Starting with volume. In the first quarter, our treatment volume was slightly ahead of forecast. Quarter end census was ahead of plan as a result of better than forecasted mortality, partially offset by lower than forecasted admits. Census also benefited from patient transfers in related to ongoing clinic closures by Fresenius. Although negligible in the first quarter volume, we anticipate that these transfers will contribute to positive treatment growth over the remainder of the year.","https://www.marketbeat.com/earnings/reports/2026-5-5-davita-inc-stock/"
"DVA","2026-05-05","Javier Rodriguez","CEO at DaVita","As a result, we're raising our volume growth expectations for the full year from flat to a range of 25-50 basis point increase. Approximately half of the increase is from better underlying performance, half is related to transfer in from Fresenius. Switching to labor. Q1 was ahead of plan, primarily from better productivity, which we expect to sustain over the balance of the year. Let me turn to our technology strategy and the investments we're making to strengthen our operations and ultimately our clinical outcomes. We're taking a disciplined approach to AI that we've been building towards for years, we're seeing that groundwork translate into real impact. Our strategy has two parts. First, we've modernized our data infrastructure. This means standardizing and integrating high-quality data across the enterprise through systems like our proprietary EMR platform.","https://www.marketbeat.com/earnings/reports/2026-5-5-davita-inc-stock/"
"DVA","2026-05-05","Javier Rodriguez","CEO at DaVita","That work gives us a differentiated foundation to power AI applications at scale. Second, we're actively deploying AI solutions across clinical, operational, and business use cases with a focus on supporting our caregivers, improving how we operate, and drive measurable impact. One example is Schedule Hub, a new tool that dynamically processes changes in each center's patient census, capacity, and teammate availability to recommend optimal patient and staffing schedules in real time. Given the complexity of the center scheduling, we expect this will reduce administrative burden for our facility administrators and enhance teammate experience while supporting patient care. This is one of many examples where our sustain IT investments translate into tangible scale benefits across the enterprise. We're still early in our AI journey, but given the strength of our data foundation and the pace of our deployment, we are well-positioned to outperform both clinically and operationally as technology evolves.","https://www.marketbeat.com/earnings/reports/2026-5-5-davita-inc-stock/"
"DVA","2026-05-05","Javier Rodriguez","CEO at DaVita","On ACA plan enrollment. Based on what we know today, ACA open enrollment is trending toward a slightly favorable outcome relative to our prior expectations of an approximately $40 million headwind in 2026. This favorability will be partially offset by more patients selecting lower-level bronze plans, which translates to higher out-of-pocket costs and modest RPT headwind. We will gain greater clarity on the enrollment outcome and mix impact as we get deeper into the year. I will conclude my remarks with our financial outlook for the remainder of the year. With our first quarter results, we're off to a strong start for the year. We're raising and narrowing our guidance for adjusted operating income to a range of $2.15 billion-$2.25 billion.","https://www.marketbeat.com/earnings/reports/2026-5-5-davita-inc-stock/"
"DVA","2026-05-05","Javier Rodriguez","CEO at DaVita","Similarly, we're raising our adjusted EPS guidance to a range of $14.10-$15.20 per share. The increased guidance is primarily the result of our higher volume forecast for the year and lower patient care costs. I will now turn the call over to Joel to discuss our financial performance in more detail.","https://www.marketbeat.com/earnings/reports/2026-5-5-davita-inc-stock/"
"DVA","2026-05-05","Joel Ackerman","CFO at DaVita","Thank you, Javier. Today, I'll provide details on our first quarter results, then give you some more context on the update to 2026 guidance that Javier shared. First quarter adjusted operating income was $482 million. Adjusted earnings per share from continuing operations was $2.87, and free cash flow was $140 million. Adjusted operating income came in about $50 million ahead of our forecast. Approximately half was the result of performance ahead of plan and the other half the result of timing. Starting with detail on the U.S. dialysis segment. Treatments declined about 20 basis points versus the first quarter of 2025, and treatments per normalized day increased 40 basis points versus Q1 of 2025, approximately 20 basis points ahead of our expectations.","https://www.marketbeat.com/earnings/reports/2026-5-5-davita-inc-stock/"
"DVA","2026-05-05","Joel Ackerman","CFO at DaVita","As Javier mentioned, we are increasing our full year volume forecast to 25-50 basis points. As a reminder, this represents our forecast for treatment growth. This translates to a 50-75 basis points of growth in treatments per normalized day because of the year-over-year treatment per normalized day headwind in 2026 compared to 2025. Revenue per treatment declined approximately $5 sequentially, primarily as a result of the typical first quarter headwind from patient pay responsibility. Year-over-year RPT growth was approximately 4% in the quarter. We still expect full year RPT growth in the range of 1%-2%. Patient care costs per treatment were about flat to the fourth quarter. This was primarily the result of a seasonal decline from high health benefit costs in the fourth quarter, offset by typical increases in wages and other cost growth.","https://www.marketbeat.com/earnings/reports/2026-5-5-davita-inc-stock/"
"DVA","2026-05-05","Joel Ackerman","CFO at DaVita","Patient care costs were lower than expected, largely as a result of better than expected productivity improvements. U.S. dialysis G&A costs declined $16 million from the seasonally high fourth quarter, although growth versus the first quarter of 2025 was about $37 million or 13%. This growth is the result of continued investment in technology. Turning to our other segments, in the first quarter, international adjusted operating income was $30 million, and IKC had an adjusted operating loss of $19 million, both in line with our expectations.","https://www.marketbeat.com/earnings/reports/2026-5-5-davita-inc-stock/"
"DVA","2026-05-05","Joel Ackerman","CFO at DaVita","Regarding capital allocation, we repurchased 3 million shares during the first quarter, and we repurchased an additional 2 million shares since the end of the quarter, which includes the shares bought from Berkshire Hathaway pursuant to our repurchase agreement. At the end of the first quarter, our leverage ratio was 3.34x consolidated EBITDA, well within our target leverage range of 3x-3.5x. Below the operating income line, other income was $4 million, a sequential increase primarily as the result of no longer recognizing losses from our investment in Mozarc. Debt expense in the first quarter was $145 million.","https://www.marketbeat.com/earnings/reports/2026-5-5-davita-inc-stock/"
"DVA","2026-05-05","Joel Ackerman","CFO at DaVita","As an update to our guidance, we now expect quarterly debt expense for the remainder of the year to be similar to Q1 due to higher share repurchases and higher interest rate expectations, resulting in full-year debt expense about flat to last year. For 2026 guidance, as Javier described, we are raising our adjusted operating income guidance range by $40 million at the midpoint. The largest driver of the increase is our expectations for higher treatment volume. The second factor is an expectation for continued labor efficiencies with inpatient care costs. Regarding the phasing of our guidance through the balance of the year, we currently expect adjusted operating income to be about evenly split across each of the three remaining quarters, which assumes Q4 weighted IKC operating income.","https://www.marketbeat.com/earnings/reports/2026-5-5-davita-inc-stock/"
"DVA","2026-05-05","Joel Ackerman","CFO at DaVita","Our expectations are that the seasonal pattern we saw in 2025 are not typical. We expect to see phasing more in line with 2024. Moving to EPS, we are also increasing our adjusted EPS guidance consistent with our updated guidance range for adjusted operating income. That concludes my prepared remarks for today. Operator, please open the call for Q&A.","https://www.marketbeat.com/earnings/reports/2026-5-5-davita-inc-stock/"
"DVA","2026-05-05",NA,NA,"Thank you, sir. If you would like to ask a question during this time, simply press star and then the number one on your telephone keypad. If you would like to withdraw your question, press star, then the number two. Our first caller is Kevin Fischbeck with Bank of America. Your line is open, sir.","https://www.marketbeat.com/earnings/reports/2026-5-5-davita-inc-stock/"
"DVA","2026-05-05","Kevin Fischbeck","Analyst at Bank of America","Great. Thanks. I wanted to dig in a little bit to the volume commentary. I guess, is there any way that you can kind of break out whether weather had an impact, how much that was? Then the improved mortality, is there a way to kind of break that into what was maybe just a light flu season year-over-year versus underlying trends? I'm just trying to think about how durable, you know, the better mortality is the rest of the year.","https://www.marketbeat.com/earnings/reports/2026-5-5-davita-inc-stock/"
