"symbol","report_date","speaker","title","msg","source_url"
"SPG","2025-05-12",NA,NA,"Greetings and welcome to the Simon Property Group First Quarter 2025 earnings conference call. At this time, all participants are in a listen-only mode. A question-and-answer session will follow the formal presentation. If anyone should require operator assistance, please press star zero on your telephone keypad. As a reminder, this conference is being recorded. It is now my pleasure to introduce Tom Ward, Senior Vice President, Investor Relations.","https://www.marketbeat.com/earnings/reports/2025-5-12-simon-property-group-inc-stock/"
"SPG","2025-05-12","Tom Ward","SVP of Investor Relations at Simon Property Group","Thank you, Joe, and thank you for joining us this evening. Presenting on today's call are David Simon, Chairman, Chief Executive Officer and President, and Brian McDade, Chief Financial Officer. A quick reminder that statements made during this call may be deemed forward-looking statements within the meaning of the safe harbor of the Private Securities Litigation Reform Act of 1995, and actual results may differ materially due to a variety of risks, uncertainties, and other factors. We refer you to today's press release and our SEC filings for a detailed discussion of the risk factors relating to those forward-looking statements. Please note that this call includes information that may be accurate only as of today's date. Reconciliations of non-GAAP financial measures to the most directly comparable GAAP measures are included within the press release and the supplemental information in today's Form 8-K filing.","https://www.marketbeat.com/earnings/reports/2025-5-12-simon-property-group-inc-stock/"
"SPG","2025-05-12","Tom Ward","SVP of Investor Relations at Simon Property Group","Both the press release and the supplemental information are available on our IR website at investors.simon.com. Our conference call this evening will be limited to one hour. For those who would like to participate in the question-and-answer session, we ask that you please respect our request to limit yourself to one question. I'm pleased to introduce David Simon.","https://www.marketbeat.com/earnings/reports/2025-5-12-simon-property-group-inc-stock/"
"SPG","2025-05-12","David Simon","Chairman, CEO and President at Simon Property Group","Thank you, Tom. Good evening, everyone. We're off to a good start for 2025 with results that exceeded our plan. We completed the acquisition of the mall luxury outlets in Florence and Sanremo, Italy, and opened our first outlet in Jakarta, Indonesia. We continue to enhance our retail real estate platform through development, redevelopment, and acquisitions. Our A-rated fortress balance sheet with over $10 billion in liquidity sets us apart, and we have the lengthy track record of adapting our capital allocation and operating strategy to confront and take advantage of diverse macroeconomic cycles. Now I'm going to turn it over to Brian, who will cover our first quarter results, and we'll take it from there.","https://www.marketbeat.com/earnings/reports/2025-5-12-simon-property-group-inc-stock/"
"SPG","2025-05-12","Brian McDade","CFO at Simon Property Group","Thank you, David, and good evening. Real estate FFO was $2.95 per share in the first quarter compared to $2.91 in the prior year. Domestic and international operations had a very good quarter and contributed $0.14 of growth, driven by a 5% increase in lease income. As anticipated, interest income, land sales, and lease settlements were $0.10 lower year over year. We signed 1,300 leases for more than 5.1 million sq ft in the quarter. Approximately 25% of leasing activity for the quarter were new deals, and approximately 80% of the leases expiring through 2025 are complete ahead of last year at this point in time. Malls and premium outlet occupancy at the end of the quarter was 95.9%, an increase of 40 basis points compared to the prior year. The mills occupancy was 98.4%, an increase of 70 basis points compared to the prior year.","https://www.marketbeat.com/earnings/reports/2025-5-12-simon-property-group-inc-stock/"
"SPG","2025-05-12","Brian McDade","CFO at Simon Property Group","Average base minimum rents for the malls and outlets increased 2.4% year over year, and the mills increased 3.9%. Mall and premium outlet retailer sales per square foot was $7.33 per foot for the quarter. Occupancy cost at the end of the quarter was 13.1%, driving domestic NOI, which increased 3.4% year over year for the quarter, and portfolio NOI, which includes our international properties at constant currency, grew 3.6% for the quarter. First quarter funds from operation were $1.0 billion, or $2.67 per share, compared to $1.33 billion, or $3.56 per share last year. As a reminder, the prior year results include $0.81 per share in after-tax net gains, primarily from the sale of the company's remaining ownership interest in ABG. First quarter results include a $0.17 per share loss, primarily from the non-cash unrealized mark-to-market and fair value adjustments on the KlaipÄ—da Exchangeable Bonds.","https://www.marketbeat.com/earnings/reports/2025-5-12-simon-property-group-inc-stock/"
"SPG","2025-05-12","Brian McDade","CFO at Simon Property Group","This is offset by a $0.07 gain on the sale of securities. The non-cash loss on the derivative is due to the outperformance of KlaipÄ—da's stock price, which increased 11% in the first quarter. The first quarter also includes an after-tax loss of $0.05 per share related to Catalyst Brands' restructuring costs. Turning to our development activity, at the end of the quarter, development projects were underway across all platforms with our share of the net cost of $944 million and a blended yield of 9%. Approximately 40% of net costs are mixed-use projects.","https://www.marketbeat.com/earnings/reports/2025-5-12-simon-property-group-inc-stock/"
"SPG","2025-05-12","Brian McDade","CFO at Simon Property Group","We expect to begin construction on additional projects in the coming months, including a residential development at Bray Mall and new retail, dining, and outdoor spaces at the Shops at Mission Viejo, both in Orange County, California, as well as the redevelopment of a former department store at the Fashion Mall at Keystone in Indianapolis into dynamic mixed uses. Starts for this year will be approximately $500 million. Turning to the balance sheet, we were active in the first quarter, where we completed 12 secured loan transactions totaling approximately $2.6 billion. The weighted average interest rate on these loans was 5.73%. At the end of the quarter, we had net debt to EBITDA of 5.2 times, and our fixed charge coverage ratio was incredibly strong at 4.6 times. As David mentioned earlier, we are well-positioned to allocate capital and be opportunistic through various economic cycles.","https://www.marketbeat.com/earnings/reports/2025-5-12-simon-property-group-inc-stock/"
"SPG","2025-05-12","Brian McDade","CFO at Simon Property Group","Turning to the dividends, today we announced our dividend of $2.10 per share for the second quarter, a year-over-year increase of 10 cents or 5%. The dividend is payable on June 30. Turning to guidance for 2025, we are reaffirming our full year 2025 real estate FFO guidance range of $12.40-$12.65 per share. As we stated in February, when issuing our initial full year 2025 guidance, our range reflects real estate FFO and does not include OPI. We expect the results to trend towards the middle of the range given the current macroeconomic and tariff uncertainty potentially impacting retailer sales. With that, thank you to everyone. David and I are available for your questions.","https://www.marketbeat.com/earnings/reports/2025-5-12-simon-property-group-inc-stock/"
"SPG","2025-05-12",NA,NA,"Thank you. Ladies and gentlemen, if you would like to ask a question, please press star one on your telephone keypad, and the confirmation tone will indicate your line is in the question queue. You may press star two if you would like to remove your question from the queue. For participants using speaker equipment, it may be necessary to pick up your handset before pressing the star keys. The first question comes from the line of Steve Sakwa with Evercore ISI. Please proceed.","https://www.marketbeat.com/earnings/reports/2025-5-12-simon-property-group-inc-stock/"
