"symbol","report_date","speaker","title","msg","source_url"
"NDAQ","2024-07-25",NA,NA,"Good day, and thank you for standing by. Welcome to Nasdaq's second quarter 2024 results conference call. At this time, all participants are in a listen-only mode. After the speakers' presentations, there will be a question-and-answer session. To ask a question during the session, you will need to press Star 11 on your telephone. You will then hear an automated message advising your hand is raised. To withdraw your question, please press Star 11 again. Please be advised that today's conference is being recorded. I would now like to hand the conference over to your first speaker, Ato Garrett, Senior Vice President, Investor Relations. Please go ahead.","https://www.marketbeat.com/earnings/reports/2024-7-25-nasdaq-inc-stock/"
"NDAQ","2024-07-25","Ato Garrett","SVP of Investor Relations at Nasdaq","Good morning, everyone, and thank you for joining us today to discuss Nasdaq's second quarter 2024 financial results. On the line are Adena Friedman, our Chair and Chief Executive Officer; Sarah Youngwood, our Chief Financial Officer; and other members of the management team. After prepared remarks, we will open the line for Q&A. The press release and earnings presentation accompanying this call can be found on our Investor Relations website. I would like to remind you that we will be making forward-looking statements on this call that involve risks. A summary of these risks is contained in our press release and a more complete description in our annual report on Form 10-K.","https://www.marketbeat.com/earnings/reports/2024-7-25-nasdaq-inc-stock/"
"NDAQ","2024-07-25","Ato Garrett","SVP of Investor Relations at Nasdaq","Also, please note that we will discuss our financial results on a pro forma basis and with year-on-year growth rates, which means that we are showing results versus the prior year period as if we owned Calypso and AxiomSL for all of 2023 and excluding the impact of FX. References to organic growth exclude the impact of FX, acquisitions, and divestitures. Reconciliations of U.S. GAAP to non-GAAP results can be found in our press release, as well as in a file located in the financial sections of our Investor Relations website at ir.nasdaq.com. I will now turn the call over to Adena.","https://www.marketbeat.com/earnings/reports/2024-7-25-nasdaq-inc-stock/"
"NDAQ","2024-07-25","Adena Friedman","Chair and CEO at Nasdaq","Thank you, Ato, and good morning, everyone. Thank you for joining us. On the call this morning, I'll provide some perspective on the external environment, discuss our strong quarterly performance highlights, as well as our progress against our strategic priorities, and then I'll hand the call to Sarah to walk through the financial results in more detail. Turning to the economy in the U.S., we continue to see solid but slowing GDP growth, along with cooling inflation and slightly rising unemployment. These data points support the potential for easing monetary policy in the coming months as the Fed continues to strive for an economic soft landing. The general stability in the U.S. economy and the potential for a lower cost of capital going forward is resulting in modest improvements in the IPO landscape as we progress through 2024, including solid activity this week.","https://www.marketbeat.com/earnings/reports/2024-7-25-nasdaq-inc-stock/"
"NDAQ","2024-07-25","Adena Friedman","Chair and CEO at Nasdaq","However, investors continue to contend with external uncertainties in the timing of monetary policy shifts, as well as a dynamic macro-political environment. As a result, we continue to expect modestly improving IPO activity for the remainder of 2024, and our current U.S. IPO pipeline indicates that stronger momentum is likely to manifest starting in the first half of 2025. We're also seeing stronger economic underpinnings in Europe, aided by the ECB's easing monetary policy, including improving economic prospects in the Nordics. The improvement is not yet translating into a material increase in new public issuances, but our European IPO pipeline is healthy and growing, particularly for 2025. As investors and industry participants navigate the dynamic market environment, we continue to see sustained robust trading activity in the markets, as well as strong demand for mission-critical technology solutions from financial institutions globally.","https://www.marketbeat.com/earnings/reports/2024-7-25-nasdaq-inc-stock/"
"NDAQ","2024-07-25","Adena Friedman","Chair and CEO at Nasdaq","As a result, our markets continue to experience strong volumes, and client demand for our fintech solutions remains consistent with trends we have seen through the cycle, which provides a healthy backdrop for continued revenue growth across our solution suite. Now, let me turn to our financial results, which demonstrate the power and resilience of our diversified business model and our ability to succeed through economic cycles. We delivered a strong quarter with $1.2 billion in net revenues, an increase of 10% year-over-year, with solutions revenues at 13% growth. Our overall annualized recurring revenue, or ARR, grew 7% to $2.7 billion. I'm particularly pleased with the strength of the performance across our business, which is a testament to the power of our platform.","https://www.marketbeat.com/earnings/reports/2024-7-25-nasdaq-inc-stock/"
"NDAQ","2024-07-25","Adena Friedman","Chair and CEO at Nasdaq","We're integrating the Adenza acquisition ahead of schedule and are realizing the investment thesis that underpinned the transaction as we demonstrated its value for clients, shareholders, and employees. Our expenses for the quarter increased 7% year-over-year within our guidance. Our operating income grew approximately 14%, and importantly, our operating margin increased to 53%, representing over one percentage point of operating leverage, while we continue to invest to support growth in our business and deliver on synergies. Turning now to a discussion of the business highlights, starting with Capital Access Platforms. While ARR growth in the division remained at 1%, our indexed revenue grew 29%, resulting in overall revenue growth for Capital Access Platforms of 10%. In listings, we welcomed 31 operating company IPOs, maintaining our strong win rate of 72% based on Nasdaq-eligible listings.","https://www.marketbeat.com/earnings/reports/2024-7-25-nasdaq-inc-stock/"
"NDAQ","2024-07-25","Adena Friedman","Chair and CEO at Nasdaq","While the slower IPO environment remains a headwind, we're encouraged by signs of improvement, as supported by our most recent IPO Pulse Index, which is near a three-year high. Overall growth in Data and Listings continued to experience challenges, as modest growth in market data and the slowly improving IPO environment were offset by the impact of prior year delistings. Growth in our Analytics business benefited from continued demand across the investment community for actionable intelligence and increased efficiency. However, that growth was partially offset by continued headwinds in Corporate Solutions, resulting in more muted growth for Workflow and Insights. Our Index business delivered another exceptional quarter with $17 billion of net inflows during the quarter, totaling $53 billion over the last 12 months. We also achieved another record in indexed ETP AUM, exiting the quarter at $569 billion.","https://www.marketbeat.com/earnings/reports/2024-7-25-nasdaq-inc-stock/"
"NDAQ","2024-07-25","Adena Friedman","Chair and CEO at Nasdaq","Turning next to Financial Technology, ARR growth across the division was 13%, including 25% in Financial Crime Management Technology, 14% in the combined AxiomSL and Calypso solutions, and 9% in the combined Market Technology and Trade Management Services. The division had 69 new client signings, 96 upsells, and 4 cross-sells. We also saw continued cloud adoption, as 68% of AxiomSL and Calypso's combined bookings in the quarter were cloud-based, with a strong pipeline for future quarters. Turning to the specific subdivisions, Financial Crime Management Technology continued its strong momentum. We signed over 50 new clients in the SMB space, and we continue to make progress in the upmarket segment focused on tier one and tier two banks. In July, we signed a new international tier one bank, which is also an exciting cross-sell.","https://www.marketbeat.com/earnings/reports/2024-7-25-nasdaq-inc-stock/"
"NDAQ","2024-07-25","Adena Friedman","Chair and CEO at Nasdaq","Going forward, we continue to maintain a strong sales pipeline within the core SMB segment, and we have a growing pipeline of new clients and upsells among tier one and tier two banks. Across regulatory technology, we see sustained demand across both existing and new clients, as financial institutions face increasingly dynamic regulatory environments, including changes in regulation globally related to asset thresholds. Among the many regulatory trends that are driving sales demand, we're pleased with our progress in signing clients around the world as they focus on implementing Basel IV and preparing to implement Basel III Endgame. In Capital Markets Technology, we continue to see strong demand for mission-critical technology, as many of our clients focus on modernizing their infrastructure to enhance resilience and performance. For Calypso, we see robust new demand, especially in the Treasury segment, in addition to cloud transformation of large-scale clients.","https://www.marketbeat.com/earnings/reports/2024-7-25-nasdaq-inc-stock/"
"NDAQ","2024-07-25","Adena Friedman","Chair and CEO at Nasdaq","In our Market Services division, we delivered revenue growth of 3%. We experienced healthy volumes across North America and Europe, and we achieved a sequential increase in North American options market share, as well as growth in Nasdaq U.S. equities on exchange market share and capture. Our U.S. index options achieved record revenues, more than doubling versus last year due to higher capture and volumes. In our U.S. Cash Equities business, we executed successful Russell, MSCI, and S&P rebalances during the quarter, which showcased the strength and resiliency of our markets. During the Russell event, for instance, nearly 2.9 billion shares, representing a record notional value of over $95 billion, were executed in the closing cross, representing the largest liquidity event on the Nasdaq Stock Exchange for the Russell reconstitution.","https://www.marketbeat.com/earnings/reports/2024-7-25-nasdaq-inc-stock/"
"NDAQ","2024-07-25","Adena Friedman","Chair and CEO at Nasdaq","In our European markets, the strength of our market ecosystem, as evidenced by the depth of book, breadth of participants, and product innovation, continues to drive market share gains. Overall, we're pleased to report a solid quarter of Market Services and remain focused on retaining our leading position across all of our markets. I now want to spend a few minutes updating you on how we're executing against our 2024 strategic priorities of Integrate, Innovate, and Accelerate. Starting with Integrate, we have actioned over 70% of the $80 million of net expense synergies, and our leverage ratio reached 3.9x at quarter end, both ahead of plan. Both AxiomSL and Calypso are fully integrated into the Financial Technology division, and we've established strong leadership, a well-structured operating model, and a one-Nasdaq go-to-market approach to ensure we're delivering for our clients with the highest level of efficiency and effectiveness.","https://www.marketbeat.com/earnings/reports/2024-7-25-nasdaq-inc-stock/"
"NDAQ","2024-07-25","Adena Friedman","Chair and CEO at Nasdaq","Our CRM's integration for the Calypso and AxiomSL solutions is now completed ahead of schedule, and this supports divisional sales coordination, as well as the Sales Incentive program established at the beginning of the year. Importantly, across AxiomSL, Calypso, and Verafin, we've been highly focused on cultural integration into the broader Nasdaq enterprise, and internal surveys continue to show that our employees are highly engaged and energized to deliver for our clients. We're also making strong progress advancing our innovation priority. We currently have approximately 50% of our employee base working with AI tools focused on enhancing productivity, as well as driving our product roadmap. By the end of Q3, 100% of our developers will have access to AI copilot tools, and we recently had over 650 employees participate in several AI hackathons across Nasdaq. During the quarter, we continued to introduce new AI capabilities within our client-facing solutions.","https://www.marketbeat.com/earnings/reports/2024-7-25-nasdaq-inc-stock/"
"NDAQ","2024-07-25","Adena Friedman","Chair and CEO at Nasdaq","Consistent with other GenAI capabilities recently launched in our Verafin and Boardvantage solutions, with an investment, we have deployed a new AI-powered feature for the Market Lens module called Pension Meeting Minute Summarization. The feature provides asset managers with key insights on current and future pension fund strategies to help inform their business development and engagement priorities with top pension decision-makers. We also have a strong pipeline of AI features scheduled to launch in the coming quarters, including in Market Surveillance and IR Insight, and we're seeing strong early traction in client adoption and effectiveness related to the capabilities that are already in market. Specifically, Dynamic M-ELO, the first SEC-approved AI order type, which we launched in April, is driving a 20% increase in both volumes for this order type and improvement in fill rates compared to the prior static version.","https://www.marketbeat.com/earnings/reports/2024-7-25-nasdaq-inc-stock/"
